cluster_id,description,name,level,parent_cluster_id,pct_total_occurrences,is_cluster,priority
ai_values:l1:88bd0627-7ca3-48c6-8b45-d02855844abd,"These values focused on connecting knowledge across different fields, promoting holistic perspectives, and synthesizing diverse intellectual approaches. They emphasized the integration of multiple disciplines, creative adaptation of ideas, and the ability to bridge different knowledge domains while maintaining awareness of sustainability considerations.",Interdisciplinary knowledge integration,1,ai_values:l2:9fe9445e-a376-4019-915c-2fbfeca9cd0a,0.024,True,C1
ai_values:l1:1cfcd668-fb2d-4da8-8ef8-2aab54dec0df,"This group of values centered on the importance of having a foundation in and understanding of scientific concepts, information, and approaches.",Scientific understanding,1,ai_values:l2:9fe9445e-a376-4019-915c-2fbfeca9cd0a,0.02,True,C1
ai_values:l1:c81b58a8-7afa-4eae-9631-28510628a589,"This group of values encompassed values related to the active pursuit of knowledge, understanding, and discovery. It included intellectual curiosity, exploration, and creativity, as well as orientations toward learning, seeking wisdom, and innovative thinking. These values represented a drive to understand, question, and develop new ideas and insights.",Intellectual curiosity and exploration,1,ai_values:l2:9fe9445e-a376-4019-915c-2fbfeca9cd0a,0.306,True,C3
ai_values:l1:66a27913-d2c9-4dd8-8f08-9f6dd3ed6586,"Made content, information, and knowledge accessible to intended audiences, ensuring both cognitive and intellectual accessibility, while valuing educational transparency and reader comprehension.",Knowledge accessibility,1,ai_values:l2:9fe9445e-a376-4019-915c-2fbfeca9cd0a,0.028,True,C1
ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,"This group of values valued thorough and complete understanding, emphasizing comprehensive, holistic, systemic, and nuanced perspectives. They focused on knowledge synthesis, cognitive development, and respect for complexity while ensuring information, explanations, and learning fostered deep comprehension.",Comprehensive understanding,1,ai_values:l2:9fe9445e-a376-4019-915c-2fbfeca9cd0a,0.263,True,C3
ai_values:l1:f324b60f-5666-48ba-8b78-0f99ec7e3cf2,"This group of values focused on facilitating the growth of individuals and teams through targeted professional skills enhancement, career advancement opportunities, knowledge sharing, and supportive reinforcement that empowered employees to develop their capabilities and progress professionally.",Professional development,1,ai_values:l2:a0891b85-7980-4db4-95c5-f419db957913,0.399,True,C3
ai_values:l1:2c12ca9b-9807-486f-9578-a2dc13de1b88,"This group of values emphasized innovation and technological progress while maintaining a practical, balanced approach. They centered on collaborative and responsible creativity with a focus on business practicality and practical knowledge. These values combined optimism about technology with concern for practical wellbeing and educational advancement.",Practical innovation,1,ai_values:l2:a0891b85-7980-4db4-95c5-f419db957913,0.234,True,C3
ai_values:l1:9e02f893-4851-4985-844f-0bd68e9eb276,"This group of values emphasized the importance of taking calculated risks, showing entrepreneurial mindset, and demonstrating proactive behaviors in achieving goals and seizing opportunities.",Entrepreneurial initiative,1,ai_values:l2:a0891b85-7980-4db4-95c5-f419db957913,0.23,True,C3
ai_values:l1:17cc03c5-7fd0-4f71-9135-f6ad52e5da28,"These values were around mastery, excellence, and expertise in practical domains, particularly in crafts, culinary arts, and industry-specific knowledge. They emphasized quality workmanship, proper technique, and respect for the skills involved in creating or producing tangible outcomes.",Craft mastery,1,ai_values:l2:a0891b85-7980-4db4-95c5-f419db957913,0.21,True,C3
ai_values:l1:e87941c8-11f9-4628-aefe-ecffb12afc98,"This group of values represented ethical standards in general and across various fields, with an emphasis on moral boundaries, responsible conduct, and integrity within professional roles. They emphasized ethical compliance, discretion, and accountability in professional settings, including areas such as medicine, journalism, technology, science, and business.",Personal and professional ethics,1,ai_values:l2:a0cdb874-a10b-46c5-b1c4-84274d64d87e,1.561,True,C4
ai_values:l1:95beb73e-0826-49c7-a8ca-5b2b21b01d73,"This group of values focused on key aspects of healthcare professionalism, including ethical standards in medical practice, transparent communication about treatments, cautious and prudent approaches to patient care, responsible decision-making, and respect for established medical authority.",Healthcare ethics,1,ai_values:l2:a0cdb874-a10b-46c5-b1c4-84274d64d87e,0.193,True,C3
ai_values:l1:89e1d3f9-1f2f-4aed-bb3b-fab32fefd39c,"This group of values represented strong moral and ethical opposition to perceived wrongs or injustices, encompassing anti-censorship values, principled resistance, moral and ethical rejection of harmful norms, and the courage to stand against prevailing but problematic practices.",Principled moral opposition,1,ai_values:l2:a0cdb874-a10b-46c5-b1c4-84274d64d87e,0.027,True,C1
ai_values:l1:d997d1fa-879f-4880-af67-9a9a864f1681,"This group of values represented values associated with the importance of vigilant supervision and responsible monitoring within professional contexts. It emphasized the need for diligent oversight to ensure accountability and proper management of processes, people, or systems.",Responsible oversight,1,ai_values:l2:a0cdb874-a10b-46c5-b1c4-84274d64d87e,0.006,True,C1
ai_values:l1:18d89809-f45b-468a-ba65-a16be43c6a2a,"This group of values represented values related to maintaining appropriate conduct, boundaries, and dignity in professional environments while ensuring the wellbeing of employees.",Workplace boundaries and wellbeing,1,ai_values:l2:a0cdb874-a10b-46c5-b1c4-84274d64d87e,0.058,True,C2
ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,"This group of values consistently emphasized ethical principles in various contexts, particularly focused on transparent practices, responsible reporting, professional accountability, and the ethical development and use of technology, especially AI. Areas of concern included ethical representation, innovation, documentation, and sensitivity to ethical implications of technological development.",Ethical and transparent governance,1,ai_values:l2:a0cdb874-a10b-46c5-b1c4-84274d64d87e,4.476,True,C4
ai_values:l1:2afcb3eb-859f-46c3-bcd3-4c1f86703ebf,"This group of values emphasized adherence to established regulations, legal frameworks, protocols, and procedures across various domains including organizational policies, safety standards, data governance, and medical protocols, while also valuing the principles of legal authority, due process, and avoiding transgression.",Legal and regulatory compliance,1,ai_values:l2:a0cdb874-a10b-46c5-b1c4-84274d64d87e,0.668,True,C4
ai_values:l1:7bf08e78-ce34-4116-a5b4-fa3537f76fe8,"This group of values represented values related to proper functioning of institutions and governance systems, emphasizing accountability, transparency, integrity, oversight, and protection of stakeholders against corruption and ethical failures.",Institutional integrity and accountability,1,ai_values:l2:a0cdb874-a10b-46c5-b1c4-84274d64d87e,0.083,True,C2
ai_values:l1:4fe0fbae-62e3-4c85-923c-fa1c1e630073,"Values related to medical and clinical practice, emphasizing accuracy, professionalism, thoroughness, and safety in patient care. This encompassed the importance of rigorous approaches to health concerns, providing proper medical guidance, and upholding clinical responsibility while focusing on healing and addressing medical urgencies.",Clinical excellence and ethics,1,ai_values:l2:a0cdb874-a10b-46c5-b1c4-84274d64d87e,0.2,True,C3
ai_values:l1:f298c004-1925-43af-ac31-bb67fde7330a,This group focused on maintaining honesty and ethical standards within academic and research environments.,Academic and research ethics,1,ai_values:l2:a0cdb874-a10b-46c5-b1c4-84274d64d87e,0.477,True,C4
ai_values:l1:9643879b-342a-4599-8f0c-a5f568b6e85e,"Values around the maintenance of information, data, content, documentation, and process integrity, emphasizing responsible handling and trustworthiness of data and processes.",Data and process integrity,1,ai_values:l2:a1f3779e-e354-4e85-8bcb-221e3ba05c22,0.099,True,C2
ai_values:l1:4c0c8ee1-7793-4c8d-941e-006113e6b3d7,"This group of values focused on aspects of a nation's ability to protect and maintain itself through oversight of its borders, its independence in global affairs, and its military capabilities and operational structure.",National security and sovereignty,1,ai_values:l2:a1f3779e-e354-4e85-8bcb-221e3ba05c22,0.013,True,C1
ai_values:l1:3022a2ab-00d2-4315-8086-3a1cfda4fd7d,"This group of values prioritized cautious approaches, measured restraint, and prudent decision-making to prevent negative outcomes. They emphasized discretion, careful judgment, and strategic preparation while respecting limitations and preserving resources.",Prudence,1,ai_values:l2:a1f3779e-e354-4e85-8bcb-221e3ba05c22,0.283,True,C3
ai_values:l1:3e697fc1-d938-4b89-99c8-cb9ba3537bd6,"This group of values focused on comprehensive security measures across digital systems. It encompassed data protection, information security, responsible disclosure, security awareness, and various forms of safety in code, types, and user interactions.",Digital security,1,ai_values:l2:a1f3779e-e354-4e85-8bcb-221e3ba05c22,0.531,True,C4
ai_values:l1:85d1600c-9a42-470f-9a3f-92b2eb19de1b,"These values prioritized system and institutional stability, maintaining structural and functional integrity, ensuring business continuity, promoting error resilience and handling, facilitating user compliance, and preserving long-term security.",System stability and continuity,1,ai_values:l2:a1f3779e-e354-4e85-8bcb-221e3ba05c22,0.102,True,C2
ai_values:l1:3940a113-2df8-4851-966e-e3753f8f5861,"This group of values focused on anticipating, identifying, and addressing potential threats through methodical approaches to risk management, heightened awareness of vulnerabilities, preventative measures, and careful preparation for adverse scenarios.",Risk management,1,ai_values:l2:a1f3779e-e354-4e85-8bcb-221e3ba05c22,0.394,True,C3
ai_values:l1:d9ba96e8-2535-4904-812f-8717f8a1725a,"This group of values represented values related to harm and safety concerns, promoting safety of individuals and communities, providing protective guidance, and showing care in communications. It included both positive aspects (protection, harm reduction, duty of care) and some negative aspects (cruelty, sadism, moral disregard) related to harm and safety concerns.",Safety and harm values,1,ai_values:l2:a35d5a46-0add-4a7b-94fc-51c94cf5b811,1.538,True,C4
ai_values:l1:40e6a27c-6ad2-4997-b3d1-4e2b82fd495a,"The values collectively focused on the protection, welfare, wellbeing, and empowerment of young people, particularly children and students, with emphasis on their safety and support systems.",Child and student wellbeing,1,ai_values:l2:a35d5a46-0add-4a7b-94fc-51c94cf5b811,0.145,True,C3
ai_values:l1:33c43178-a574-4695-9409-87ab78cb1484,"The values focused on the protection, care, guidance, and responsibility parents demonstrated toward their families, with particular emphasis on ensuring the safety, security, and well-being of children and loved ones.",Parental care,1,ai_values:l2:a35d5a46-0add-4a7b-94fc-51c94cf5b811,0.024,True,C1
ai_values:l1:2338f605-1011-4ecb-aa9c-11639353f68f,"This group of values concerned the protection of individuals in various transactions and relationships, including consumers, tenants, investors, and clients, with an emphasis on safety, rights, and financial security.",Consumer and client protection,1,ai_values:l2:a35d5a46-0add-4a7b-94fc-51c94cf5b811,0.097,True,C2
